Date,Return_1M,Strategy_Return,Market_Cumulative,Strategy_Cumulative
2024-12-12,0.0008532812395052986,-0.0006996004551407592,-1.6645528405663783,-0.3035036045518081
2024-12-13,0.01980093887796139,0.0,-1.644751901688417,-0.3035036045518081
2024-12-16,0.031010459320971975,0.0,-1.613741442367445,-0.3035036045518081
2024-12-17,0.01943528537147137,0.0,-1.5943061569959736,-0.3035036045518081
2024-12-18,0.015839909367691418,0.0,-1.578466247628282,-0.3035036045518081
2024-12-19,0.006632236415336316,-0.00027702646002283876,-1.5718340112129456,-0.3037806310118309
2024-12-20,-0.00022787300172226083,-0.000445066429824451,-1.5720618842146679,-0.30422569744165534
2024-12-23,-0.017030311246189835,-0.0013481111847928428,-1.5890921954608577,-0.3055738086264482
2024-12-24,-0.029523345328229953,-0.002640207927887974,-1.6186155407890876,-0.30821401655433617
2024-12-26,-0.023062515874128334,-0.0014566265948098326,-1.641678056663216,-0.309670643149146
2024-12-27,-0.024365035872412427,-0.0011918593951192938,-1.6660430925356284,-0.3108625025442653
2024-12-30,-0.015901934783151196,-0.0005875066390008898,-1.6819450273187797,-0.31145000918326615
2024-12-31,-0.02367642987354673,-0.00026361745247853875,-1.7056214571923265,-0.3117136266357447
2025-01-01,-0.027309750399225417,-0.0012038490335222081,-1.732931207591552,-0.3129174756692669
2025-01-02,-0.013044662931611224,-0.0006023655111609082,-1.7459758705231632,-0.3135198411804278
2025-01-03,-0.014759304102198273,-0.0030826780995476715,-1.7607351746253614,-0.31660251927997546
2025-01-06,-0.03858628232661891,-0.003679997508014051,-1.7993214569519804,-0.3202825167879895
2025-01-07,-0.03490772027541875,-0.002375027425865594,-1.834229177227399,-0.3226575442138551
2025-01-08,-0.030908181060193645,-0.001917492412046553,-1.8651373582875928,-0.32457503662590165
2025-01-09,-0.03544335012835662,-0.0032347630302263586,-1.9005807084159494,-0.327809799656128
2025-01-10,-0.043494340012185884,-0.0022603312657026343,-1.9440750484281353,-0.33007013092183063
2025-01-13,-0.056951579598561716,-0.001527636198390002,-2.001026628026697,-0.33159776712022065
2025-01-14,-0.055262432588814386,-0.002454867128959259,-2.0562890606155113,-0.3340526342491799
2025-01-15,-0.05134825993188649,0.0,-2.107637320547398,-0.3340526342491799
2025-01-16,-0.033541121185814086,-0.0014096122674200021,-2.141178441733212,-0.3354622465165999
2025-01-17,-0.025503995064900527,-0.0029987205931534732,-2.166682436798112,-0.3384609671097534
2025-01-20,-0.012979728236134505,-0.002480845223765702,-2.1796621650342467,-0.34094181233351906
2025-01-21,-0.009993007387766926,-0.0013636505455883123,-2.1896551724220137,-0.34230546287910735
2025-01-22,-0.011238662453830544,-0.0016832535900093266,-2.2008938348758442,-0.34398871646911666
2025-01-23,-0.003721681161212759,-0.0012234967682316121,-2.204615516037057,-0.3452122132373483
2025-01-24,-0.011763692503496695,-0.0011950732698981386,-2.2163792085405536,-0.34640728650724645
2025-01-27,-0.02775540427509613,-0.0014579397065960266,-2.2441346128156496,-0.34786522621384247
2025-01-28,-0.021436170461980982,-0.0023119452053356206,-2.2655707832776306,-0.3501771714191781
2025-01-29,-0.010020548704946803,0.0,-2.2755913319825773,-0.3501771714191781
2025-01-30,-0.007500578497597147,-0.0019370137918147592,-2.2830919104801746,-0.35211418521099286
2025-01-31,-0.01363377047742196,-0.002372206788326839,-2.2967256809575964,-0.3544863919993197
2025-02-01,-0.014541146678737236,0.0,-2.3112668276363335,-0.3544863919993197
2025-02-03,0.0014766175777389007,0.0,-2.3097902100585945,-0.3544863919993197
2025-02-04,0.009683198380942613,0.0,-2.300107011677652,-0.3544863919993197
2025-02-05,0.009371446730823628,0.0,-2.290735564946828,-0.3544863919993197
2025-02-06,0.011587639793060923,0.0,-2.2791479251537674,-0.3544863919993197
2025-02-07,0.020869389564183115,0.0,-2.2582785355895845,-0.3544863919993197
2025-02-10,0.030633998171093472,0.0,-2.2276445374184908,-0.3544863919993197
2025-02-11,0.004709001810122565,0.0,-2.2229355356083684,-0.3544863919993197
2025-02-12,0.004738735482722037,0.0,-2.2181968001256465,-0.3544863919993197
2025-02-13,0.0020586403667786713,0.0,-2.216138159758868,-0.3544863919993197
2025-02-14,-0.008036886965529792,0.0,-2.2241750467243975,-0.3544863919993197
2025-02-17,-0.010527513047015215,0.0,-2.2347025597714127,-0.3544863919993197
2025-02-18,0.0013253649800342166,0.0,-2.2333771947913785,-0.3544863919993197
2025-02-19,-0.0014233644541994626,0.0,-2.234800559245578,-0.3544863919993197
2025-02-20,-0.003271545627099093,-0.0002396308622200652,-2.2380721048726775,-0.35472602286153976
2025-02-21,-0.003290385355335786,-0.00034956579450020405,-2.2413624902280134,-0.35507558865603994
2025-02-24,0.003301101643210208,0.00013148125647849997,-2.238061388584803,-0.35494410739956145
2025-02-25,-0.00035020046038946505,-0.00023327739267190413,-2.2384115890451923,-0.3551773847922334
2025-02-27,-0.01561229883711998,-0.0005021034718341083,-2.2540238878823122,-0.3556794882640675
2025-02-28,-0.04566737502908204,-0.0029801312519089672,-2.299691262911394,-0.35865961951597647
2025-03-03,-0.05880299293599877,-0.0018549906698684692,-2.358494255847393,-0.36051461018584496
2025-03-04,-0.058965028939103055,-0.0016605061098944958,-2.417459284786496,-0.36217511629573945
2025-03-05,-0.03901685414211899,0.0,-2.456476138928615,-0.36217511629573945
2025-03-06,-0.04146898610947065,0.0,-2.4979451250380857,-0.36217511629573945
2025-03-07,-0.04277337717988941,0.0,-2.5407185022179752,-0.36217511629573945
2025-03-10,-0.045354379809699266,-0.002019072959646261,-2.5860728820276746,-0.3641941892553857
2025-03-11,-0.0495952471535085,-0.002583108815664088,-2.635668129181183,-0.3667772980710498
2025-03-12,-0.04161788709274582,-0.0008646049074266123,-2.677286016273929,-0.36764190297847643
2025-03-13,-0.030861199731761026,-0.00030911395569400204,-2.70814721600569,-0.3679510169341704
2025-03-17,-0.02543562346674185,0.0,-2.7335828394724317,-0.3679510169341704
2025-03-18,-0.028087198432028632,0.0,-2.7616700379044605,-0.3679510169341704
2025-03-19,0.0007229114891140522,0.0,-2.7609471264153465,-0.3679510169341704
2025-03-20,0.007279440827336323,0.0,-2.75366768558801,-0.3679510169341704
2025-03-21,0.01653535941329522,0.0,-2.7371323261747147,-0.3679510169341704
2025-03-24,0.02805941652597362,0.0,-2.709072909648741,-0.3679510169341704
2025-03-25,0.02071195972902237,0.0,-2.6883609499197187,-0.3679510169341704
2025-03-26,0.01970068943720436,0.0,-2.6686602604825143,-0.3679510169341704
2025-03-27,0.034727057871687846,0.0,-2.633933202610826,-0.3679510169341704
2025-03-28,0.033334722959053896,0.0,-2.6005984796517723,-0.3679510169341704
2025-04-01,0.02845753946279475,0.0,-2.5721409401889774,-0.3679510169341704
2025-04-02,0.06048508469141848,0.0,-2.5116558554975588,-0.3679510169341704
2025-04-03,0.05737515054273127,0.0,-2.4542807049548276,-0.3679510169341704
2025-04-04,0.0362757097363077,0.0,-2.41800499521852,-0.3679510169341704
2025-04-07,-0.011779480099565531,0.0,-2.4297844753180855,-0.3679510169341704
2025-04-08,-0.004427601253590821,0.0,-2.434212076571676,-0.3679510169341704
2025-04-09,-0.007724972526410727,0.0,-2.4419370490980867,-0.3679510169341704
2025-04-11,0.018812059679120953,0.0,-2.423124989418966,-0.3679510169341704
2025-04-15,0.042947561565902466,0.0,-2.3801774278530634,-0.3679510169341704
2025-04-16,0.050894828044892405,0.0,-2.329282599808171,-0.3679510169341704
2025-04-17,0.06759524059431696,0.0,-2.2616873592138544,-0.3679510169341704
2025-04-21,0.0757758470158455,0.0,-2.185911512198009,-0.3679510169341704
2025-04-22,0.07296865500438254,0.0,-2.112942857193626,-0.3679510169341704
2025-04-23,0.06116684654341308,0.0,-2.051776010650213,-0.3679510169341704
2025-04-24,0.050532412731519254,0.0,-2.0012435979186938,-0.3679510169341704
2025-04-25,0.029240821923750448,0.0,-1.9720027759949432,-0.3679510169341704
2025-04-28,0.028788473504571133,0.0,-1.943214302490372,-0.3679510169341704
2025-04-29,0.02913669469347303,0.0,-1.914077607796899,-0.3679510169341704
2025-04-30,0.03458195065626011,0.0,-1.879495657140639,-0.3679510169341704
2025-05-02,0.025103629664605595,0.0,-1.8543920274760333,-0.3679510169341704
2025-05-05,0.038480308644702775,0.0,-1.8159117188313305,-0.3679510169341704
2025-05-06,0.04096799237202748,0.0,-1.774943726459303,-0.3679510169341704
2025-05-07,0.036796287322774957,-0.0004741816835952143,-1.7381474391365281,-0.3684251986177656
2025-05-08,0.029062714787084717,-0.000985341510821202,-1.7090847243494434,-0.3694105401285868
2025-05-09,0.04895025978656937,-0.0006777769554568326,-1.660134464562874,-0.37008831708404366
2025-05-12,0.11516118136353953,0.0,-1.5449732831993344,-0.37008831708404366
2025-05-13,0.08203751912818885,0.0006002862123417918,-1.4629357640711456,-0.36948803087170184
2025-05-14,0.09404839745903568,0.0,-1.36888736661211,-0.36948803087170184
2025-05-15,0.08902988567335958,0.0,-1.2798574809387504,-0.36948803087170184
2025-05-16,0.06530345513374172,0.0,-1.2145540258050087,-0.36948803087170184
2025-05-19,0.059226965559410406,0.0,-1.1553270602455983,-0.36948803087170184
2025-05-20,0.03747649882218261,0.0,-1.1178505614234158,-0.36948803087170184
2025-05-21,0.028038651528699478,-0.0015487742775290776,-1.0898119098947163,-0.37103680514923093
2025-05-22,0.02219086592231088,0.0,-1.0676210439724054,-0.37103680514923093
2025-05-23,0.020643481970315698,0.0,-1.0469775620020898,-0.37103680514923093
2025-05-26,0.027022640055770902,0.0,-1.0199549219463189,-0.37103680514923093
2025-05-27,0.03232508853158636,-0.0009713035981566266,-0.9876298334147325,-0.37200810874738754
2025-05-28,0.016882958540879102,0.0,-0.9707468748738535,-0.37200810874738754
2025-05-29,0.02297709272204651,-0.0011764554398384591,-0.947769782151807,-0.373184564187226
2025-05-30,0.01730728008261372,-0.0012795088569015328,-0.9304625020691932,-0.37446407304412754
2025-06-02,0.018916961717229477,0.0,-0.9115455403519638,-0.37446407304412754
2025-06-03,0.004376899658740143,-0.0005405923281112592,-0.9071686406932237,-0.3750046653722388
2025-06-04,0.010434106334301857,0.0005310102184875347,-0.8967345343589218,-0.37447365515375125
2025-06-05,0.010623576067513562,-0.0003836662754434204,-0.8861109582914083,-0.37485732142919465
2025-06-06,0.03033504596233401,0.00013184592521974694,-0.8557759123290742,-0.3747254755039749
2025-06-09,0.04238082565947963,0.00041542426659911226,-0.8133950866695946,-0.37431005123737576
2025-06-10,0.01357085150992099,-0.00020994087618687144,-0.7998242351596736,-0.3745199921135626
2025-06-11,0.028674356768327965,-0.0002132551890197204,-0.7711498783913456,-0.37473324730258234
2025-06-12,0.011107133067399914,-0.0006198427719168775,-0.7600427453239457,-0.37535309007449924
2025-06-13,-0.010017821655181756,-0.0023693213252304,-0.7700605669791274,-0.3777224113997296
2025-06-16,-0.0008389512272363439,-0.00226695486963331,-0.7708995182063637,-0.3799893662693629
2025-06-17,-0.005607408695044429,-0.001195933304598751,-0.7765069269014081,-0.3811852995739617
2025-06-18,0.003214548091532545,-0.0001531593038503592,-0.7732923788098756,-0.38133845887781204
2025-06-19,-0.0045373562750083965,-5.1856597378530614e-05,-0.777829735084884,-0.3813903154751906
2025-06-20,0.01230902927930638,-0.00023118667798715308,-0.7655207058055776,-0.38162150215317775
2025-06-23,0.00042838481922120863,0.0,-0.7650923209863564,-0.38162150215317775
2025-06-24,-0.0025734470672899266,-0.001702866855679608,-0.7676657680536463,-0.38332436900885736
2025-06-25,0.010693233681501248,0.0,-0.7569725343721451,-0.38332436900885736
2025-06-26,0.025147461520656465,0.0,-0.7318250728514886,-0.38332436900885736
2025-06-27,0.02657981843975153,0.0,-0.705245254411737,-0.38332436900885736
2025-06-30,0.03177369640689357,0.0,-0.6734715580048435,-0.38332436900885736
2025-07-01,0.03294636451459658,0.0004759802073603245,-0.640525193490247,-0.382848388801497
2025-07-02,0.04016164283067186,0.0003678484533539959,-0.600363550659575,-0.38248054034814305
2025-07-03,0.0372226447541292,0.0,-0.5631409059054459,-0.38248054034814305
2025-07-04,0.03834538102801312,0.0,-0.5247955248774328,-0.38248054034814305
2025-07-07,0.028169378003247002,0.0,-0.49662614687418577,-0.38248054034814305
2025-07-08,0.021964591334906865,-0.0008950893937857653,-0.4746615555392789,-0.3833756297419288
2025-07-09,0.01593699807479729,0.0,-0.4587245574644816,-0.3833756297419288
2025-07-10,0.00833745481279212,-0.001095565835530149,-0.45038710265168946,-0.38447119557745896
2025-07-11,0.01269308510225689,0.0,-0.4376940175494326,-0.38447119557745896
2025-07-14,0.01722631315272735,-0.0015572900857999123,-0.4204677043967052,-0.38602848566325887
2025-07-15,0.013576573640950563,-0.0012565867653874818,-0.40689113075575467,-0.38728507242864635
2025-07-16,0.01945049640799152,-0.0010284170700896184,-0.38744063434776316,-0.38831348949873595
2025-07-17,0.019619717230202015,-0.0006886528875639184,-0.36782091711756115,-0.3890021423862999
2025-07-18,0.01918026221895065,-0.00037984268698887353,-0.3486406548986105,-0.38938198507328875
2025-07-21,0.012990658117976471,-0.002669220876419761,-0.33564999678063406,-0.3920512059497085
2025-07-22,0.013478952380085268,-0.0005685097883819694,-0.3221710444005488,-0.39261971573809046
2025-07-23,0.014020639844946748,-0.0010483411859475063,-0.30815040455560205,-0.39366805692403795
2025-07-24,0.0012095193664099749,-0.0007965669604477306,-0.3069408851891921,-0.39446462388448567
2025-07-25,-0.019313787448177112,-0.002882540120936725,-0.32625467263736924,-0.3973471640054224
2025-07-28,-0.029356581274592054,-0.0077555486529751125,-0.3556112539119613,-0.40510271265839753
2025-07-29,-0.022833365547169842,-0.0033520049185419634,-0.37844461945913116,-0.4084547175769395
2025-07-30,-0.022449431095593417,-0.001579617234091906,-0.4008940505547246,-0.4100343348110314
2025-07-31,-0.0268193397344069,-0.0034988777382324063,-0.4277133902891315,-0.41353321254926384
2025-08-01,-0.03807117024172976,-0.007405866254386853,-0.46578456053086126,-0.42093907880365067
2025-08-04,-0.029775220824382706,-0.00450537846350932,-0.495559781355244,-0.42544445726716
2025-08-05,-0.031175265750408947,-0.01007178349058099,-0.5267350471056529,-0.435516240757741
2025-08-06,-0.03740148322328481,-0.007268389602888459,-0.5641365303289377,-0.4427846303606294
2025-08-07,-0.032766639602486755,-0.009392276067750584,-0.5969031699314244,-0.45217690642838
2025-08-08,-0.03654976255593901,-0.004391248710068079,-0.6334529324873635,-0.45656815513844806
2025-08-11,-0.02236323039419915,-0.004523330199384314,-0.6558161628815626,-0.4610914853378324
2025-08-12,-0.02090146249699719,-0.0027071247509381224,-0.6767176253785598,-0.46379861008877055
2025-08-13,-0.02045793274890952,-0.0045611633352476534,-0.6971755581274693,-0.4683597734240182
2025-08-14,-0.022655526346472908,-0.0030273396056885917,-0.7198310844739423,-0.47138711302970676
2025-08-18,-0.0058032225171098005,0.00038795856608459797,-0.7256343069910521,-0.47099915446362217
2025-08-19,0.0017357607161759474,-0.0015838469622703613,-0.7238985462748762,-0.47258300142589255
2025-08-20,0.003501410817327166,-0.000336396978132149,-0.720397135457549,-0.4729193984040247
2025-08-21,0.006382108094887906,0.0,-0.7140150273626611,-0.4729193984040247
2025-08-22,-0.006537251680854421,0.0,-0.7205522790435155,-0.4729193984040247
2025-08-25,0.00429965696242164,0.0,-0.7162526220810939,-0.4729193984040247
2025-08-26,0.006636389786830558,0.0,-0.7096162322942633,-0.4729193984040247
2025-08-28,0.006318041449525971,0.0,-0.7032981908447373,-0.4729193984040247
2025-08-29,-8.172597080425803e-06,-0.001195254777423545,-0.7033063634418177,-0.47411465318144824
2025-09-01,0.011695847965473065,0.0,-0.6916105154763447,-0.47411465318144824
2025-09-02,0.016772537481998882,-0.0011181648943558633,-0.6748379779943458,-0.4752328180758041
2025-09-03,0.03550776907522687,0.0,-0.6393302089191188,-0.4752328180758041
2025-09-04,0.021592672450583793,0.0,-0.617737536468535,-0.4752328180758041
2025-09-05,0.02221508335260204,0.0,-0.595522453115933,-0.4752328180758041
2025-09-08,0.03049874392740068,-0.0013231926454248487,-0.5650237091885323,-0.47655601072122894
2025-09-09,0.03388774697309536,9.378277997847142e-05,-0.5311359622154369,-0.4764622279412505
2025-09-10,0.04566982414706829,0.0,-0.48546613806836864,-0.4764622279412505
2025-09-11,0.03938964592268561,-0.0003435717780270265,-0.446076492145683,-0.4768057997192775
2025-09-12,0.04218745520007869,0.0,-0.4038890369456043,-0.4768057997192775
2025-09-15,0.0333756992821203,0.0,-0.370513337663484,-0.4768057997192775
2025-09-16,0.042612882013476176,0.0008251779254475428,-0.3279004556500078,-0.47598062179382994
2025-09-17,0.02858341901429577,1.2711968655399999e-05,-0.299317036635712,-0.47596790982517456
2025-09-18,0.02705646917552818,0.0,-0.27226056746018384,-0.47596790982517456
2025-09-19,0.021441387077852165,-0.001567875992036586,-0.2508191803823317,-0.4775357858172111
2025-09-22,0.016388414776637116,-0.0014803604074403941,-0.2344307656056946,-0.4790161462246515
2025-09-23,0.02361002528286574,-0.002329753662209312,-0.21082074032282885,-0.48134589988686083
2025-09-24,0.014453051316951692,-0.002231773531536243,-0.19636768900587717,-0.4835776734183971
2025-09-25,0.015584803187008344,-0.0006365720974652408,-0.18078288581886884,-0.48421424551586234
2025-09-26,0.00925865255385566,-0.005069842235390288,-0.17152423326501318,-0.48928408775125265
2025-09-29,0.013319911491715658,-0.0041709593130110165,-0.15820432177329752,-0.4934550470642637
2025-09-30,0.0031437210830021494,-0.0058420370479444145,-0.15506060069029537,-0.4992970841122081
2025-10-01,0.0084593997844246,-0.0026524068457706917,-0.14660120090587078,-0.5019494909579788
2025-10-03,0.00723432289774151,-0.0027809819630966225,-0.13936687800812927,-0.5047304729210754
2025-10-06,0.013114326722409399,-0.002807883107187192,-0.12625255128571988,-0.5075383560282626
2025-10-07,0.014744805825273627,-0.0027467106669732877,-0.11150774546044626,-0.5102850666952359
2025-10-08,0.008843346130029071,-0.0032150789453062752,-0.10266439933041718,-0.5135001456405421
2025-10-09,0.009962915871844905,-0.0023554257634512753,-0.09270148345857228,-0.5158555714039934
2025-10-10,0.010859496737885083,-0.0011805789088109408,-0.0818419867206872,-0.5170361503128044
2025-10-13,0.007971655783825646,-0.0030462944328500693,-0.07387033093686154,-0.5200824447456545
2025-10-14,-0.007355491740349211,-0.0016384238424101427,-0.08122582267721076,-0.5217208685880647
2025-10-15,0.0032827514724566077,0.0,-0.07794307120475416,-0.5217208685880647
2025-10-16,0.005022707064535731,0.0,-0.07292036414021844,-0.5217208685880647
2025-10-17,0.004805732141658206,0.0,-0.06811463199856023,-0.5217208685880647
2025-10-20,0.006669511767384191,0.0,-0.061445120231176036,-0.5217208685880647
2025-10-21,0.009357607236580657,0.0,-0.05208751299459538,-0.5217208685880647
2025-10-23,0.015067431372472321,0.0,-0.03702008162212306,-0.5217208685880647
2025-10-24,0.012605736430670708,0.0,-0.02441434519145235,-0.5217208685880647
2025-10-27,0.023319719035592396,0.0,-0.0010946261558599547,-0.5217208685880647
2025-10-28,0.030555196918728704,0.0,0.02946057076286875,-0.5217208685880647
2025-10-29,0.0518523942044597,0.0,0.08131296496732845,-0.5217208685880647
2025-10-30,0.04442556673857275,0.0,0.1257385317059012,-0.5217208685880647
2025-10-31,0.03786202863281415,0.0,0.16360056033871537,-0.5217208685880647
2025-11-03,0.03339187422309217,-0.0004013882408585102,0.19699243456180754,-0.5221222568289232
2025-11-04,0.022250340706109224,-0.0003896651311256367,0.21924277526791677,-0.5225119219600488
2025-11-05,0.019133930162028245,-0.0012204544716437396,0.23837670542994502,-0.5237323764316926
2025-11-06,0.011791688083690082,-0.0027883000301970164,0.2501683935136351,-0.5265206764618896
2025-11-07,0.01777416667518696,-0.0027183818315804427,0.26794256018882207,-0.5292390582934701
2025-11-10,0.01526345140203458,-0.001845186974488855,0.2832060115908566,-0.5310842452679589
2025-11-11,0.01318113204463496,-0.002806671022608063,0.29638714363549157,-0.533890916290567
2025-11-12,0.022471731265072778,-0.0018573220015961204,0.31885887490056436,-0.5357482382921631
2025-11-13,0.03687040898195923,-0.001344486478619351,0.35572928388252356,-0.5370927247707825
2025-11-14,0.02757355066640454,-0.0019133606533913877,0.3833028345489281,-0.5390060854241739
2025-11-17,0.02211757296786583,-0.0009356521216123083,0.4054204075167939,-0.5399417375457862
2025-11-18,0.014769023853294422,-0.002097047086676451,0.42018943137008835,-0.5420387846324627
2025-11-19,0.012320976937348344,-0.0005126431898690082,0.4325104083074367,-0.5425514278223317
2025-11-20,0.014360868000492277,-3.779633268335102e-05,0.446871276307929,-0.542589224155015
2025-11-21,0.009509091393212708,-0.002585869882921782,0.4563803677011417,-0.5451750940379367
2025-11-24,0.008315024337575114,-0.0036523047804622125,0.46469539203871685,-0.5488273988183989
2025-11-25,0.00032275411971107885,-0.0021232672967812123,0.4650181461584279,-0.5509506661151802
2025-11-26,0.01389598455192293,0.00022663410320251224,0.4789141307103508,-0.5507240320119776
2025-11-27,0.004395234104519851,-0.0019706966604307735,0.4833093648148707,-0.5526947286724084
2025-11-28,0.006797535528232165,-0.0018614472455373223,0.49010690034310284,-0.5545561759179457
2025-12-01,0.012214407658573128,-0.0019465178901816162,0.502321308001676,-0.5565026938081273
2025-12-02,0.00974019167123621,-0.0023193486645938675,0.5120614996729121,-0.5588220424727212
2025-12-03,0.012049883514454166,-0.0014080477962856144,0.5241113831873663,-0.5602300902690067
2025-12-04,0.016950493283582512,-0.0007825647958477144,0.5410618764709488,-0.5610126550648544
2025-12-05,0.025973766311482144,-0.0005708990757321612,0.567035642782431,-0.5615835541405866
2025-12-08,0.012843020805807221,-0.0036400689030823656,0.5798786635882383,-0.5652236230436689
2025-12-09,0.0034370855881747453,-0.003101293196319614,0.583315749176413,-0.5683249162399885
2025-12-10,0.005521923206849229,-0.0006044375764935522,0.5888376723832622,-0.568929353816482
